Geo Point;Geo Shape;Behinderte Grad;Kategorie;Bezeichnung;Zusatz;Adressezusatz;Firma;Vorname;Name;Adresse;Ort;Land;Öffnungszeiten;Information;Behinderte Info;Telefon;Mobil;Fax;PLZ
47.42457793721089,9.380893033098072;"{""coordinates"": [9.380893033098072, 47.42457793721089], ""type"": ""Point""}";;Restaurant;Hookah Lounge;;;;;;Lämmlisbrunnenstrasse 16;St.Gallen;Schweiz;;;;;;;9000
47.427129285544765,9.374531044828412;"{""coordinates"": [9.374531044828412, 47.427129285544765], ""type"": ""Point""}";;Restaurant;Rock Story;;;;;;Augustinergasse 26;St.Gallen;Schweiz;;;;;;;9000
47.4085275201017,9.330227450753869;"{""coordinates"": [9.330227450753869, 47.4085275201017], ""type"": ""Point""}";;Restaurant;zur Brugg;;;;;;Zürcher Strasse 267;St.Gallen;Schweiz;;;;;;;9014
47.42976316042148,9.378976204147648;"{""coordinates"": [9.378976204147648, 47.42976316042148], ""type"": ""Point""}";;Restaurant;netts Schützengarten;;;;;;St.Jakob-Strasse 35;St.Gallen;Schweiz;;;;;;;9000
47.41426091396271,9.358106054100041;"{""coordinates"": [9.358106054100041, 47.41426091396271], ""type"": ""Point""}";unbekannt;Tankstellen;Avia Oberstrasse;;;Osterwalder St.Gallen AG;;;Oberstrasse 141;St.Gallen;Schweiz;;;;;;;9013
47.44033997018266,9.394015258830327;"{""coordinates"": [9.394015258830327, 47.44033997018266], ""type"": ""Point""}";unbekannt;Tankstellen;Avia Heiligkreuzstrasse;;;Osterwalder St.Gallen AG;;;Heiligkreuzstrasse 53;St.Gallen;Schweiz;;;;;;;9008
47.440206545307646,9.410062063601389;"{""coordinates"": [9.410062063601389, 47.440206545307646], ""type"": ""Point""}";unbekannt;Tankstellen;BP Service Neudorf;;;Bach Rohé AG;;;Rorschacher Strasse 271;St.Gallen;Schweiz;;;;;;;9016
47.41986982988798,9.362748558318684;"{""coordinates"": [9.362748558318684, 47.41986982988798], ""type"": ""Point""}";unbekannt;Tankstellen;Avia-Shop;;;Halter AG Wil;;;Bogenstrasse 13;St.Gallen;Schweiz;;;;;;;9000
47.41467704059816,9.33989410750591;"{""coordinates"": [9.33989410750591, 47.41467704059816], ""type"": ""Point""}";unbekannt;Tankstellen;City-Garage AG Zürcher Strasse;;;City-Garage AG;;;Zürcher Strasse 162;St.Gallen;Schweiz;;;;;;;9001
47.409493237958166,9.367149091279545;"{""coordinates"": [9.367149091279545, 47.409493237958166], ""type"": ""Point""}";unbekannt;Tankstellen;Shell Garage Riethüsli;;;Shell;;;Teufener Strasse 164;St.Gallen;Schweiz;;;;;;;9012
47.42093217322057,9.357060701959197;"{""coordinates"": [9.357060701959197, 47.42093217322057], ""type"": ""Point""}";unbekannt;Tankstellen;Stahl-Garage;;;LV-St.Gallen;;;Stahlstrasse 2;St.Gallen;Schweiz;;100 öffentliche Parkplätze;;;;;9000
47.424547673070016,9.38058404725508;"{""coordinates"": [9.38058404725508, 47.424547673070016], ""type"": ""Point""}";;Bar, Dancing, Disco;Rock-Club;;;Coco Loco GmbH;;;Lämmlisbrunnenstrasse 10;St.Gallen;Schweiz;;;;;;;9000
47.40541616196227,9.315192046562432;"{""coordinates"": [9.315192046562432, 47.40541616196227], ""type"": ""Point""}";nicht behindertengerecht;Kinder- und Jugendtreff;Mädchentreff West;;;;;;Kräzernstrsase 79;St.Gallen;Schweiz;Mittwoch, 14.00 - 17.00 Uhr, Freitag, 17.00 - 19.00 Uhr;;;+41712244220;;;9015
47.422547505596455,9.370402100611843;"{""coordinates"": [9.370402100611843, 47.422547505596455], ""type"": ""Point""}";;Kulturelles;Bibliothek Hauptpost;;;Kantons- und Stadtbibliothek St.Gallen;;;Gutenbergstrasse 2;St.Gallen;Schweiz;;;;+41582290990;;;9000
47.416719346979825,9.344435602788243;"{""coordinates"": [9.344435602788243, 47.416719346979825], ""type"": ""Point""}";bedingt behindertengerecht;Kinder- und Jugendtreff;Jugendtreff lollypop;;;;;;Rechenstrasse 5;St.Gallen;Schweiz;Mittwoch, 14.00 - 18.00 Uhr, Donnerstag 16 - 18 Uhr, Freitag 18.00 - 22.00 Uhr, 1 Mal mtl. Samstagtreff;;Zugang über Kiesweg, 2 Stufen beim Eingang, Schwelle von 12cm beim Eingang. Im Gebäude rollstuhlgängig. Ohne rollstuhlgängige Toilette;+41712244220;;;9000
47.42743739780729,9.37805682589985;"{""coordinates"": [9.37805682589985, 47.42743739780729], ""type"": ""Point""}";bedingt behindertengerecht;Kinder- und Jugendtreff;Jugendbeiz talhof;;;;;;Torstrasse 14;St.Gallen;Schweiz;siehe auf www.facebook.com/JS.Talhof;Der talhof ist ohne Konsumationszwang für alle Jugendliche und junge Erwachsene offen und bietet einen Raum zum Sein. Eingerichtet mit Bar, Lounges und Tanzfläche bietet er eine einzigartige Vielseiti;"4cm Schwellen vorhanden, ansonsten hindernisfrei, inkl. Rollstuhlgängige Toilette
4cm Schwellen vorhanden, ansonsten hindernisfrei, inkl. Rollstuhlgängige Toilette
4cm Schwellen vorhanden, ansonsten";+41712245895;;;9000
47.42721033401778,9.376012078290476;"{""coordinates"": [9.376012078290476, 47.42721033401778], ""type"": ""Point""}";nicht behindertengerecht;Kinder- und Jugendtreff;Youngpower;;;;;;Magnihalden 9;St.Gallen;Schweiz;jeden Tag, 12.00 - 14.00 Uhr, Mittwochnachmittag;;;+41712234801;;;9000
47.42388577338111,9.37235748852843;"{""coordinates"": [9.37235748852843, 47.42388577338111], ""type"": ""Point""}";;Beratungsstellen;obvita Sehberatung für Erwachsene;;;;;;Schützengasse 4;St.Gallen;Schweiz;;;;+41712466110;;;9000
47.42046018161234,9.371217934308131;"{""coordinates"": [9.371217934308131, 47.42046018161234], ""type"": ""Point""}";;Beratungsstellen;Opferhilfe SG-AR-AI;;;;;;Teufenerstrasse 11;St.Gallen;Schweiz;;;;+41712271100;;;9001
47.42325345319315,9.375202774909978;"{""coordinates"": [9.375202774909978, 47.42325345319315], ""type"": ""Point""}";;Beratungsstellen;Programm Tandem - Unterschützung bei der Stellensuche;;;;;;Bankgasse 8;St.Gallen;Schweiz;;;;+41712270790;;;9000
47.41403724008829,9.35914160901254;"{""coordinates"": [9.35914160901254, 47.41403724008829], ""type"": ""Point""}";;Verschiedenes;Unterkunft für Obdachlose (UfO);;;;;;Grünhaldenstrasse 3;St.Gallen;Schweiz;;;;+41712787486;;;9000
47.4355064988819,9.38652653526056;"{""coordinates"": [9.38652653526056, 47.4355064988819], ""type"": ""Point""}";;Apotheke, Drogerie;Apotheke an der Langgasse;;Langgasse 20;;;;Langgasse 20;St. Gallen;Schweiz;;;;;;;9008
47.42364186858276,9.373941529388237;"{""coordinates"": [9.373941529388237, 47.42364186858276], ""type"": ""Point""}";;Banken;Credit SuisseAG  St.Leonhard-Strasse;;Postfach 358;;;;St.Leonhard-Strasse 3;St.Gallen;Schweiz;;;;;;;9001
47.42062942214192,9.368848502043381;"{""coordinates"": [9.368848502043381, 47.42062942214192], ""type"": ""Point""}";unbekannt;Krippen, FSA und Tagesbetreuungen;Tagesbetreuung St.Leonhard;Freiwilliges Schulhausangebot;;;;;Vadianstrasse 49;St.Gallen;Schweiz;;;;+41714992119;;;9000
47.43628253765763,9.387512872872216;"{""coordinates"": [9.387512872872216, 47.43628253765763], ""type"": ""Point""}";;Restaurant;Golden Wok;;;;;;Langgasse 38;St.Gallen;Schweiz;;;;;;;9008
47.41541325064946,9.340659245960493;"{""coordinates"": [9.340659245960493, 47.41541325064946], ""type"": ""Point""}";;Krippen, FSA und Tagesbetreuungen;Mittagstisch Engelwies / Schönau;;;;;;Zürcher Strasse 152;St.Gallen;Schweiz;;;;+41714991212;;;9014
47.428059193290544,9.378853675391303;"{""coordinates"": [9.378853675391303, 47.428059193290544], ""type"": ""Point""}";;Krippen, FSA und Tagesbetreuungen;Mittagstisch Blumenau;Mittagstisch;;;;;Unterer Brühl 3;St.Gallen;Schweiz;;;;+41714991099;;;9000
47.4056850296008,9.305481000504509;"{""coordinates"": [9.305481000504509, 47.4056850296008], ""type"": ""Point""}";bedingt behindertengerecht;Öffentlicher Verkehr;Haltestelle Westcenter;St.Gallen, Westcenter;Richtung stadteinwärts;VBSG;;;;St.Gallen;Schweiz;;;;;;;9000
47.41178228921806,9.335409543549995;"{""coordinates"": [9.335409543549995, 47.41178228921806], ""type"": ""Point""}";bedingt behindertengerecht;Öffentlicher Verkehr;Haltestelle Erlachstrasse;St.Gallen, Erlachstrasse;Richtung stadtauswärts;VBSG;;;;St.Gallen;Schweiz;;;;;;;9000
47.43387890051036,9.415321795215492;"{""coordinates"": [9.415321795215492, 47.43387890051036], ""type"": ""Point""}";bedingt behindertengerecht;Öffentlicher Verkehr;Haltestelle Vogelherd;St.Gallen, Vogelherd;Richtung stadtauswärts;VBSG;;;;St.Gallen;Schweiz;;;;;;;9000
47.44044528114492,9.418462720837667;"{""coordinates"": [9.418462720837667, 47.44044528114492], ""type"": ""Point""}";;Öffentlicher Verkehr;Haltestelle Schuppistrasse;St.Gallen, Schuppistrasse;Richtung stadtauswärts;VBSG;;;;St.Gallen;Schweiz;;;;;;;9016
47.43413119539441,9.385840913059345;"{""coordinates"": [9.385840913059345, 47.43413119539441], ""type"": ""Point""}";bedingt behindertengerecht;Öffentlicher Verkehr;Haltestelle Rosenheimstrasse;St.Gallen, Rosenheimstrasse;Richtung stadtauswärts;VBSG;;;;St.Gallen;Schweiz;;;;;;;9000
47.43006322259587,9.379784855968623;"{""coordinates"": [9.379784855968623, 47.43006322259587], ""type"": ""Point""}";bedingt behindertengerecht;Öffentlicher Verkehr;Haltestelle Schützengarten;St.Gallen, Schützengarten;Richtung stadtauswärts;VBSG;;;;St.Gallen;Schweiz;;;;;;;9000
47.416946402365596,9.36583523946052;"{""coordinates"": [9.36583523946052, 47.416946402365596], ""type"": ""Point""}";;Spielgruppen;Spielgruppe St.Leonhard-Tschudiwies;;;;Emanuela Selina;Ceglie-Sparta;Tschudistrasse 21;St.Gallen;Schweiz;;;;;+41762226748;;9000
47.42655128618996,9.376922783715534;"{""coordinates"": [9.376922783715534, 47.42655128618996], ""type"": ""Point""}";;Bar, Dancing, Disco;B9 Eventlocation;;;;;;Bohl 9;St.Gallen;Schweiz;;;;;;;9000
47.41742412330692,9.36705541102077;"{""coordinates"": [9.36705541102077, 47.41742412330692], ""type"": ""Point""}";;Bar, Dancing, Disco;New Freedom;;;;;;Teufener Strasse 62;St.Gallen;Schweiz;;;;;;;9000
47.42025777390965,9.356223162397784;"{""coordinates"": [9.356223162397784, 47.42025777390965], ""type"": ""Point""}";;Bar, Dancing, Disco;Sooty's;;;;;;Zürcher Strasse 19;St.Gallen;Schweiz;;;;;;;9000
47.421554066702875,9.36076847250278;"{""coordinates"": [9.36076847250278, 47.421554066702875], ""type"": ""Point""}";;Restaurant;Stadtblick;;;;;;Kreuzackerstrasse 6;St.Gallen;Schweiz;;;;;;;9000
47.4271787925911,9.377262319718033;"{""coordinates"": [9.377262319718033, 47.4271787925911], ""type"": ""Point""}";;Beratungsstellen;Jugendberatung;;;;;;Katharinengasse 16;St.Gallen;Schweiz;Mo-Fr / Termine nach Vereinbarung;;;+41712245678;;;9004
47.442233043525455,9.392626798911909;"{""coordinates"": [9.392626798911909, 47.442233043525455], ""type"": ""Point""}";;Heime, Spitäler;Alterswohnungen Waldstrasse;Stiftung für Wohnungshilfe;;Unihome GmbH;;;Waldstrasse 3a / b;St.Gallen;Schweiz;;;;+41712884400;;;9008
47.43859742917232,9.405233291953355;"{""coordinates"": [9.405233291953355, 47.43859742917232], ""type"": ""Point""}";;Heime, Spitäler;Alterswohnungen Stephanshorn;;;Max Pfister Baubüro AG;;;Lindenstrasse 167;St.Gallen;Schweiz;;;;+41712741717;;;9014
47.43824456970917,9.407841040195509;"{""coordinates"": [9.407841040195509, 47.43824456970917], ""type"": ""Point""}";;Heime, Spitäler;Notkerianum Alterswohnungen;Genossenschaft;;Sproll + Ramseyer AG;;;Rorschacher Strasse 258;St.Gallen;Schweiz;;;;;;;9014
47.42353431690916,9.375256667983146;"{""coordinates"": [9.375256667983146, 47.42353431690916], ""type"": ""Point""}";;Bar, Dancing, Disco;Dolce Lucia;;;;;;Bankgasse 2;St.Gallen;Schweiz;;;;;;;9000
47.42264449133815,9.390207694495677;"{""coordinates"": [9.390207694495677, 47.42264449133815], ""type"": ""Point""}";;Sportanlagen;Dreilinden, Familienbad;;;;;;Dreilindenstrasse 50;St.Gallen;Schweiz;;;;+41712445252;;;9011
47.42105730415793,9.386202203890715;"{""coordinates"": [9.386202203890715, 47.42105730415793], ""type"": ""Point""}";;Sportanlagen;Dreilinden, Gemeinschaftsbad;;;;;;Bitzistrasse;St.Gallen;Schweiz;;;;+41712227880;;;9011
47.43311372639117,9.37019197261177;"{""coordinates"": [9.37019197261177, 47.43311372639117], ""type"": ""Point""}";;Sportanlagen;Geländebahn Hätterenwald (Kinderfestplatz);;;;;;;St.Gallen;Schweiz;;;;+41712245632;;;9010
47.415473879963706,9.340533966356;"{""coordinates"": [9.340533966356, 47.415473879963706], ""type"": ""Point""}";;Sportanlagen;Eislaufen Lerchenfeld;;;;;;Zürcher Strasse 152;St.Gallen;Schweiz;;;;+41712721370;;;9000
47.42121131228372,9.363189271700495;"{""coordinates"": [9.363189271700495, 47.42121131228372], ""type"": ""Point""}";;Sportanlagen;Reithalle;;;;;;Militärstrasse 2;St.Gallen;Schweiz;;;;+41712786498;;;9000
47.428386623841455,9.36939394693129;"{""coordinates"": [9.36939394693129, 47.428386623841455], ""type"": ""Point""}";;Sportanlagen;Sportplatz Höggersberg;;;;;;Höhenweg;St.Gallen;Schweiz;;;;+41712245348;;;9000
47.41302374759171,9.370785280800236;"{""coordinates"": [9.370785280800236, 47.41302374759171], ""type"": ""Point""}";;Sportanlagen;Sportplatz Riethüsli;;;;;;Demutstrasse;St.Gallen;Schweiz;;;;+41712245348;;;9000
47.444743379284574,9.426710015605181;"{""coordinates"": [9.426710015605181, 47.444743379284574], ""type"": ""Point""}";;Sportanlagen;Tennishalle und Tennisplatz;;;;;;Martinsbruggstrasse 103;St.Gallen;Schweiz;;;;+41712883760;;;9016
47.41164369763417,9.366159025878016;"{""coordinates"": [9.366159025878016, 47.41164369763417], ""type"": ""Point""}";;Sportanlagen;Turnhalle Riethüsli 1 u. 2;;;;;;Gerhardtstrasse 12/16;St.Gallen;Schweiz;;;;+41712245348;;;9012
47.41674447576315,9.349152032567652;"{""coordinates"": [9.349152032567652, 47.41674447576315], ""type"": ""Point""}";;Sportanlagen;Turnhalle Schönenwegen;;;;;;Zürcher Strasse 67;St.Gallen;Schweiz;;;;+41712773813;;;9000
47.429196843774434,9.3837464080537;"{""coordinates"": [9.3837464080537, 47.429196843774434], ""type"": ""Point""}";;Sportanlagen;Turnhalle Steinach;;;;;;Parkstrasse 2;St.Gallen;Schweiz;;;;+41712245348;;;9000
47.43656308613451,9.404134971667496;"{""coordinates"": [9.404134971667496, 47.43656308613451], ""type"": ""Point""}";;Bar, Dancing, Disco;Lounge 63;;;;;;Rorschacher Strasse 239;St.Gallen;Schweiz;;;;;;;9016
47.42601939542895,9.381015633490868;"{""coordinates"": [9.381015633490868, 47.42601939542895], ""type"": ""Point""}";;Sportanlagen;Turnhallen Kantonsschule;;;;;;Burggraben 21;St.Gallen;Schweiz;;;;;;;9004
47.45052863393606,9.422132117551778;"{""coordinates"": [9.422132117551778, 47.45052863393606], ""type"": ""Point""}";;Sportanlagen;Turnhalle Rudolf-Steiner-Schule;;;;;;Rorschacher Strasse 312;St.Gallen;Schweiz;;;;+41712823010;;;9016
47.423311927625605,9.391171633750671;"{""coordinates"": [9.391171633750671, 47.423311927625605], ""type"": ""Point""}";;Sportanlagen;Minigolf Dreilinden;;;;;;Dreilindenstrasse 49;St.Gallen;Schweiz;;;;+41712456339;;;9011
47.41712104747146,9.353208038099565;"{""coordinates"": [9.353208038099565, 47.41712104747146], ""type"": ""Point""}";;Sportanlagen;Fitness-Center Sunny Bodyfit;;;;;;Burgstrasse 106a;St.Gallen;Schweiz;;;;;;;9000
47.43018671484484,9.372596843414302;"{""coordinates"": [9.372596843414302, 47.43018671484484], ""type"": ""Point""}";;Sportanlagen;Sportplatz Universität St.Gallen;;;;;;Höhenweg 14;St.Gallen;Schweiz;;;;;;;9000
47.43867594314269,9.406394076478904;"{""coordinates"": [9.406394076478904, 47.43867594314269], ""type"": ""Point""}";;Sportanlagen;Turnhalle Notkerschulhaus;;;;;;Brauerstrasse 78;St.Gallen;Schweiz;;;;;;;9016
47.410493003556525,9.32283140940884;"{""coordinates"": [9.32283140940884, 47.410493003556525], ""type"": ""Point""}";;Sportanlagen;Kletterhalle Sittertobel;;;;;;Sittertalstrasse 34;St.Gallen;Schweiz;;;;+41712788616;;;9014
47.42457314241015,9.380695990999323;"{""coordinates"": [9.380695990999323, 47.42457314241015], ""type"": ""Point""}";;Bar, Dancing, Disco;Mi Corazoncito;;;;;;Lämmlisbrunnenstrasse 12;St.Gallen;Schweiz;;;;;;;9000
47.41377158278296,9.307385792882314;"{""coordinates"": [9.307385792882314, 47.41377158278296], ""type"": ""Point""}";;Sportanlagen;Tennisplatz Gründenmoos;;;;;;Gründenstrasse 34;St.Gallen;Schweiz;;;;+41713134212;;;9015
47.4233064044173,9.341221132803984;"{""coordinates"": [9.341221132803984, 47.4233064044173], ""type"": ""Point""}";;Sportanlagen;Hundesport St.Gallen;;;;;;St.Josefen-Strasse 56;St. Gallen;Schweiz;;;;;;;9000
47.41142161808366,9.30520420555882;"{""coordinates"": [9.30520420555882, 47.41142161808366], ""type"": ""Point""}";;Sportanlagen;Street Workout Gründenmoos;;;;;;Gründenstrasse 10;St.Gallen;Schweiz;;;;+4171224449;;;9015
47.416050788851436,9.341390579903273;"{""coordinates"": [9.341390579903273, 47.416050788851436], ""type"": ""Point""}";;Sportanlagen;Beachvolleyball Lerchenfeld;;;;;;Zürcherstrasse 152;St.Gallen;Schweiz;;;;+41712721370;;;9014
47.42077433795282,9.368611425727668;"{""coordinates"": [9.368611425727668, 47.42077433795282], ""type"": ""Point""}";;Sportanlagen;Wellenbahn (Biken);;;;;;Vadianstrasse 49;St.Gallen;Schweiz;;;;+41712245348;;;9000
47.420844852726006,9.37026073628652;"{""coordinates"": [9.37026073628652, 47.420844852726006], ""type"": ""Point""}";;Bar, Dancing, Disco;Creativ Floristik;;;;;;Davidstrasse 18;St.Gallen;Schweiz;;;;;;;9000
47.42716506679036,9.374490173662227;"{""coordinates"": [9.374490173662227, 47.42716506679036], ""type"": ""Point""}";;Bar, Dancing, Disco;LUNARIS;;;;;;Augustinergasse 29;St.Gallen;Schweiz;;;;;;;9000
47.416441499594384,9.343870382936448;"{""coordinates"": [9.343870382936448, 47.416441499594384], ""type"": ""Point""}";;Restaurant;Schönenwegen-Treff;;;;;;Rechenstrasse 5e;St.Gallen;Schweiz;;;;;;;9000
47.42250424157794,9.377135816876034;"{""coordinates"": [9.377135816876034, 47.42250424157794], ""type"": ""Point""}";;Bar, Dancing, Disco;Kloster-Bistro by focacceria;;;;;;Klosterhof 6e;St.Gallen;Schweiz;;;;;;;9000
47.40758540576523,9.298954312170379;"{""coordinates"": [9.298954312170379, 47.40758540576523], ""type"": ""Point""}";;Restaurant;Grotta Azzurra;;;;;;Zürcher Strasse 495;St.Gallen;Schweiz;;;;;;;9015
47.424954470733205,9.376133092218804;"{""coordinates"": [9.376133092218804, 47.424954470733205], ""type"": ""Point""}";;Bar, Dancing, Disco;Le Fumoir;;;;;;Hinterlauben 2;St.Gallen;Schweiz;;;;;;;9000
47.43812035080371,9.385960218496834;"{""coordinates"": [9.385960218496834, 47.43812035080371], ""type"": ""Point""}";;unbekannt;Kindergarten Lessingstrasse 46;;;;;;;;Schweiz;;;;;;;
47.422083249941814,9.374159627370735;"{""coordinates"": [9.374159627370735, 47.422083249941814], ""type"": ""Point""}";;Bar, Dancing, Disco;Appunto;;;;;;Gartenstrasse 8;St.Gallen;Schweiz;;;;;;;9000
47.41462728293373,9.313469537344607;"{""coordinates"": [9.313469537344607, 47.41462728293373], ""type"": ""Point""}";;Bar, Dancing, Disco;alpencatering;;;;;;Gaiserwaldstrasse 4;St.Gallen;Schweiz;;;;;;;9015
47.42453099272953,9.378927317311451;"{""coordinates"": [9.378927317311451, 47.42453099272953], ""type"": ""Point""}";;Bar, Dancing, Disco;Burger Meister;;;;;;Spisergasse 41;St.Gallen;Schweiz;;;;;;;9000
47.40487484677469,9.298623068760449;"{""coordinates"": [9.298623068760449, 47.40487484677469], ""type"": ""Point""}";;Bar, Dancing, Disco;Buurestand;;;;;;Industriestrasse 15;St.Gallen;Schweiz;;;;;;;9015
47.42608075572227,9.374795441309981;"{""coordinates"": [9.374795441309981, 47.42608075572227], ""type"": ""Point""}";;Bar, Dancing, Disco;City Pizzeria;;;;;;Marktplatz 22;St.Gallen;Schweiz;;;;;;;9000
47.431611647097554,9.37471000569584;"{""coordinates"": [9.37471000569584, 47.431611647097554], ""type"": ""Point""}";;Bar, Dancing, Disco;Gastronomie HSG St.Gallen;;;;;;Dufourstrasse 50;St.Gallen;Schweiz;;;;;;;9000
47.41390942727711,9.355897781321234;"{""coordinates"": [9.355897781321234, 47.41390942727711], ""type"": ""Point""}";;Restaurant;Gleis 153;;;;;;Oberstrasse 153;St.Gallen;Schweiz;;;;;;;9000
47.42488290404036,9.383449145913776;"{""coordinates"": [9.383449145913776, 47.42488290404036], ""type"": ""Point""}";;Restaurant;Pizza Capo;;;;;;Linsebühlstrasse 68;St.Gallen;Schweiz;;;;;;;9000
47.42608075572227,9.374795441309981;"{""coordinates"": [9.374795441309981, 47.42608075572227], ""type"": ""Point""}";;Bar, Dancing, Disco;Release;;;;;;Marktplatz 22;St.Gallen;Schweiz;;;;;;;9000
47.42653773274475,9.37647022201432;"{""coordinates"": [9.37647022201432, 47.42653773274475], ""type"": ""Point""}";;Bar, Dancing, Disco;Scala;;;;;;Bohl 1;St.Gallen;Schweiz;;;;;;;9000
47.4165308467683,9.343867044604321;"{""coordinates"": [9.343867044604321, 47.4165308467683], ""type"": ""Point""}";;Heime, Spitäler;Schönenwegen Treff;Restaurant;;;;;Rechenstrasse 5e;St.Gallen;Schweiz;jeweils Montag bis Freitag;Menüauswah;;+41712324264;;;9000
